안전시설명,안전시설전화번호,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
옥정마트(나들가게),031-865-7760,경기도 양주시 평화로1435번길 81,경기도 양주시 덕계동 655-10,37.82183838,127.0439628,S
현진마트,031-861-5979,경기도 양주시 고덕로 156,경기도 양주시 덕계동 855 에버빌 2단지 상가 B동 107호,37.8064529,127.0593181,S
조은부동산,031-857-2000,,경기도 양주시 덕정동,,,F
덕정상회,031-858-6878,,경기도 양주시 덕정동 151,,,F
온골팬시,031-858-8977,경기도 양주시 고암길 306-77,경기도 양주시 덕정동 208-8,37.8366658,127.0684859,S
프라자약국,031-858-8464,경기도 양주시 고암길 306-77,경기도 양주시 덕정동 208-8번지 황금프라자 1층,37.8366658,127.0684859,S
에덴세탁,031-858-5629,경기도 양주시 회정로109번길 41-16,경기도 양주시 덕정동 221-3,37.83810975,127.0639317,S
굿모닝세탁소,031-863-2634,경기도 양주시 독바위로 79-13,경기도 양주시 덕정동 240-35,37.83491984,127.0650423,S
카리스헤어,031-858-8179,경기도 양주시 독바위로 71,경기도 양주시 덕정동 250-9번지,37.83530719,127.0651449,S
보물섬문구,031-858-5350,경기도 양주시 화합로 1339-6,경기도 양주시 덕정동 350-117,37.84536313,127.0623471,S
서광마트,031-829-4335,경기도 양주시 백석읍 양주산성로800번길 87-108,경기도 양주시 백석읍 가업리 484,37.79361427,126.9698322,S
CU 백석세아점,031-877-4360,경기도 양주시 백석읍 꿈나무로 300,경기도 양주시 백석읍 가업리 99-1번지,37.78436436,126.9822667,S
알파문구(백석점),031-878-4141,,경기도 양주시 백석읍 복지리,,,F
모닝글로리,031-879-6200,경기도 양주시 백석읍 호명로 53-16,경기도 양주시 백석읍 복지리 132-16번지,37.78820381,126.9932095,S
CU편의점(태영점),031-876-0760,,경기도 양주시 백석읍 복지리 99-2번지 샘터마을태영데시앙아파트,37.78528462,126.9919385,S
씨유 편의점(백석초교점),070-4203-7496,경기도 양주시 백석읍 중앙로 221,경기도 양주시 백석읍 오산리 538-15,37.79508649,126.9878497,S
쉼터,031-826-0084,경기도 양주시 백석읍 권율로 1319,경기도 양주시 백석읍 홍죽리 35-1,37.80417372,126.9710992,S
원가네 감자탕,031-844-6686,,경기도 양주시 산북동,,,F
GS편의점(양주본점),031-846-3690,경기도 양주시 평화로 1255,경기도 양주시 산북동 295-15번지,37.80300817,127.0452582,S
땡큐슈퍼,031-843-6434,경기도 양주시 평화로1261번길 6,경기도 양주시 산북동 304-3,37.80378308,127.0449861,S
충북상회,,경기도 양주시 평화로1261번길 82,경기도 양주시 산북동 319-6,37.80445112,127.0410463,S
산북예손지역아동센터,031-843-7548,경기도 양주시 평화로1267번길 103,경기도 양주시 산북동 330-1번지,37.80455795,127.0448162,S
위드미편의점,031-841-3898,,경기도 양주시 삼숭동 632,37.8041476,127.0875335,S
모닝글로리,031-841-1875,,경기도 양주시 삼숭동 682-1,37.79781653,127.1068168,S
GS편의점(양주자이점),031-847-9901,경기도 양주시 삼숭로38번길 80,경기도 양주시 삼숭동 685-1번지,37.79595243,127.1058378,S
백호태권도장,031-842-9888,,경기도 양주시 삼숭동 688,37.80247668,127.1042345,S
양주골순대국,031-840-7760,경기도 양주시 부흥로 1387,경기도 양주시 유양동 145,37.78450736,127.029264,S
토종순대국,031-840-0323,경기도 양주시 부흥로 1375,경기도 양주시 유양동 479-1,37.78497609,127.0282084,S
지평편의점,,경기도 양주시 율정로 243,경기도 양주시 율정동 121-2,37.8193975,127.1029742,S
충남슈퍼,031-863-5045,경기도 양주시 은현면 봉암6길 4-1,경기도 양주시 은현면 봉암리 184-98,37.90710116,127.006566,S
남영축산직판장,031-861-1820,,경기도 양주시 은현면 봉암리 404번지,,,F
다복상회,031-863-5075,경기도 양주시 은현면 봉암5길 20,경기도 양주시 은현면 봉암리 415-25,37.90819131,127.0057588,S
봉암종점 편의점,031-861-7557,경기도 양주시 은현면 봉암3길 17,경기도 양주시 은현면 봉암리 417-30,37.90774085,127.0054858,S
은약국,031-868-3273,경기도 양주시 은현면 은현로 54,경기도 양주시 은현면 선암리 335-1,37.87361166,127.023897,S
CU 편의점(양주은현점),031-866-1450,경기도 양주시 은현면 은현로 49,경기도 양주시 은현면 선암리 477-3,37.87338651,127.023431,S
둘리문구,031-863-7049,,경기도 양주시 은현면 선암리 556-3,37.86346719,127.0234623,S
다운문구,031-826-4229,경기도 양주시 장흥면 호국로 507,경기도 양주시 장흥면 교현리 123-4번지,37.71621367,126.9711368,S
에버그린노인요양센터,031-829-2010,경기도 양주시 장흥면 가마골로258번길 68,경기도 양주시 장흥면 부곡리 82-4,37.74176701,126.9805994,S
광명보육원,031-855-5500,경기도 양주시 장흥면 유원지로 406-94,경기도 양주시 장흥면 삼상리 1-3번지,37.71351266,126.9509961,S
한국보육원,031-855-5036,,경기도 양주시 장흥면 삼상리 10,37.70754036,126.9534951,S
학사촌슈퍼,031-855-5072,경기도 양주시 장흥면 유원지로 21,경기도 양주시 장흥면 삼상리 131-2,37.69665529,126.932832,S
평촌마트,031-855-5379,경기도 양주시 장흥면 일영로 625,경기도 양주시 장흥면 삼상리 277,37.69818551,126.9304948,S
곰상회,031-855-5165,경기도 양주시 장흥면 일영로623번길 6-33,경기도 양주시 장흥면 삼상리 294-5,37.69906822,126.9301084,S
푸른세탁소,031-829-6759,,경기도 양주시 장흥면 일영리 2 7-1,37.7213482,126.9449678,S
금강부동산,031-862-3500,,경기도 양주시 회정동 369 범양상가 101호,37.82831165,127.0553137,S
양평-세월보건진료소,031-772-3589,경기도 양평군 강상면 세월길 139-1,경기도 양평군 강상면 세월리 165-1,37.43738891,127.4940641,S
양평-신화상회,031-772-1032,,경기도 양평군 강상면 신화리 218-1,37.47274913,127.4795655,S
양평-산수유 지역아동안전센터,031-774-7981,경기도 양평군 강상면 강남로 1294-1,경기도 양평군 강상면 화양리 308번지,37.45905877,127.4916514,S
양평-강하체육관,031-775-1955,경기도 양평군 강하면 운심길 39,경기도 양평군 강하면 운심리 49번지,37.49599204,127.4104284,S
양평-강하미용실,031-771-3083,경기도 양평군 강하면 운심길 49,경기도 양평군 강하면 운심리 50-2번지,37.49607878,127.4114014,S
양평-개군슈퍼,031-773-6871,경기도 양평군 개군면 하자포길 40,경기도 양평군 개군면 하자포리 218-1번지,37.42667556,127.5377838,S
양평-개군약국,031-773-5960,,경기도 양평군 개군면 하자포리 220-8,37.42603649,127.5376437,S
양평-단월약국,031-775-4412,,경기도 양평군 단월면 보룡리 341-12,37.5381928,127.6732886,S
양평-토박이부동산,031-771-0955,경기도 양평군 단월면 보룡길 98,경기도 양평군 단월면 보룡리 389-2,37.54235668,127.673043,S
양평-서종마트,031-773-6075,경기도 양평군 서종면 북한강로789번길 4,경기도 양평군 서종면 문호리 761-3,37.60781116,127.3487727,S
양평-서종약국,031-771-0403,경기도 양평군 서종면 북한강로 789,경기도 양평군 서종면 문호리 761-4,37.60747774,127.3487938,S
양평-CU서종점,031-772-4987,경기도 양평군 서종면 북한강로 1213,경기도 양평군 서종면 수입리 642-8,37.63928403,127.3690176,S
양평-디엔엘편의점,031-771-7237,경기도 양평군 서종면 북한강로 1309,경기도 양평군 서종면 수입리 679,37.64498027,127.3769544,S
양평-확붕이네,031-773-1247,경기도 양평군 양동면 양동로 1621,경기도 양평군 양동면 석곡리 271-5,37.43373504,127.746791,S
양평-CU양동점,031-771-8438,경기도 양평군 양동면 양동역길 18,경기도 양평군 양동면 쌍학리 179-8번지,37.41986881,127.7539288,S
양평-양동열린약국,031-771-8736,경기도 양평군 양동면 학둔지아래길 79,경기도 양평군 양동면 쌍학리 227-10,37.42004286,127.7534786,S
양평-세븐일레븐(신원리),031-771-3697,경기도 양평군 양서면 경강로 747,경기도 양평군 양서면 도곡리 470-3,37.51790505,127.3774616,S
양평-아빠와크레파스,031-774-5452,경기도 양평군 양서면 양수로152번길 2-1,경기도 양평군 양서면 양수리 556-17,37.54459971,127.3194675,S
양평-한강체육관,031-772-7072,경기도 양평군 양서면 양수로152번길 20,경기도 양평군 양서면 양수리 566-6번지,37.54559496,127.3179102,S
양평-세븐일레븐(양수역점),031-774-3744,경기도 양평군 양서면 목왕로 54,경기도 양평군 양서면 용담리 245-3,37.54460281,127.328271,S
양평-사거리슈퍼,031-772-6467,경기도 양평군 양서면 식곡길 5,경기도 양평군 양서면 증동리 601-7,37.52410336,127.4154569,S
양평-CU터미널점,031-771-6430,경기도 양평군 양평읍 남북로 88,경기도 양평군 양평읍 공흥리 471-5,37.4903589,127.5024728,S
양평-용인대 한빛체육관,031-774-9566,경기도 양평군 양평읍 관문길22번길 25,경기도 양평군 양평읍 공흥리 788-2번지,37.49313579,127.4955936,S
양평-GS25양평관문점,031-774-9875,경기도 양평군 양평읍 관문길22번길 1,경기도 양평군 양평읍 양근리 162-6번지,37.49188381,127.4933352,S
양평-CU양평점,031-772-2064,경기도 양평군 양평읍 양근로 208,경기도 양평군 양평읍 양근리 293-3,37.48861054,127.49181,S
양평-가온누리체육관(중앙),031-771-3460,경기도 양평군 양평읍 양근로147번길 6,경기도 양평군 양평읍 양근리 396-17,37.49247345,127.4880019,S
양평-제일문구점,070-8950-0540,경기도 양평군 양평읍 양근로 143,경기도 양평군 양평읍 양근리 528-14번지,37.49297181,127.4873154,S
양평-색연필,031-775-3737,경기도 양평군 양평읍 양근로147번길 5-1,경기도 양평군 양평읍 양근리 528-17,37.49277156,127.4878116,S
양평-CU양평태창점,031-772-8388,경기도 양평군 양평읍 양근로 135,경기도 양평군 양평읍 양근리 528-71번지,37.49346882,127.4869567,S
양평-원덕슈퍼,,경기도 양평군 양평읍 원덕흑천길161번길 6,경기도 양평군 양평읍 원덕리 288번지,37.46716443,127.5440857,S
양평-선미용실,031-773-2430,경기도 양평군 옥천면 북부길9번길 1,경기도 양평군 옥천면 옥천리 547-1,37.519991,127.4605342,S
양평-연세세종태권도장,031-773-3049,경기도 양평군 옥천면 들꽃마을길 11,경기도 양평군 옥천면 옥천리 733-2번지,37.51763309,127.4575109,S
양평-회령손만두,031-773-2955,경기도 양평군 용문면 용문로 827,경기도 양평군 용문면 광탄리 161-7,37.50849628,127.6324317,S
양평-소망약국,031-772-4571,경기도 양평군 용문면 용문로 386,경기도 양평군 용문면 다문리 319-3,37.48591746,127.5959144,S
양평-세븐일레븐(용문),031-771-6352,경기도 양평군 용문면 다문북길 71,경기도 양평군 용문면 다문리 638-12,37.48641746,127.5914183,S
양평-용문태권도장,031-771-7989,경기도 양평군 용문면 용문로353번길 12,경기도 양평군 용문면 다문리 716-20번지,37.48499739,127.5925265,S
양평-삼거리슈퍼,031-772-9328,,경기도 양평군 지평면 곡수리 451-1,37.41720143,127.6131637,S
양평-지평태권도장,031-773-7726,경기도 양평군 지평면 관교길 35,경기도 양평군 지평면 지평리 253-2번지,37.47580648,127.6412466,S
양평-우리들약국,031-775-0366,경기도 양평군 지평면 지평의병로 113-1,경기도 양평군 지평면 지평리 494-2,37.47489289,127.6385709,S
양평-개풍문구,031-771-7738,경기도 양평군 지평면 지평로 407,경기도 양평군 지평면 지평리 570-8,37.47439016,127.6365544,S
양평-CU지평점,031-774-1290,경기도 양평군 지평면 지평의병로 106,경기도 양평군 지평면 지평리 577,37.47475469,127.6374619,S
양평-건강약국,031-773-9151,경기도 양평군 청운면 용두로139번길 1,경기도 양평군 청운면 용두리 650-1,37.55441276,127.7084254,S
양평-제일세탁소,031-773-2648,,경기도 양평군 청운면 용두리 661-8,37.55430113,127.7090128,S
(여주시)금당구판장,,경기도 여주시 가남읍 김대2길 2-6,경기도 여주시 가남읍 금당리 687-2번지 금당구판장,37.19617783,127.6073141,S
창강요양원,031-881-1211,경기도 여주시 가남읍 연삼로 331-6,경기도 여주시 가남읍 삼승리 302-3,37.17612418,127.6241121,S
(여주시)현진마트(가남읍),031-881-6565,,경기도 여주시 가남읍 신해리 산 118-15번지,,,F
(여주시)오산슈퍼,,경기도 여주시 가남읍 양화로 173,경기도 여주시 가남읍 오산리 337-3번지,37.23850562,127.5580888,S
(여주시)GS여주태평점,,경기도 여주시 가남읍 태평3길 1,경기도 여주시 가남읍 태평리 101-4번지,37.20378571,127.5471783,S
(여주시)중앙연쇄점,031-882-4053,경기도 여주시 가남읍 태평로 31,경기도 여주시 가남읍 태평리 141-16번지,37.20319844,127.5455633,S
(여주시)태양마트,031-882-4068,경기도 여주시 가남읍 태평로 21-1,경기도 여주시 가남읍 태평리 141-5번지,37.20280652,127.5465405,S
(여주시)꾸러기 문구(가남읍),031-882-2802,경기도 여주시 가남읍 태평4길 7,경기도 여주시 가남읍 태평리 98-6번지,37.20478535,127.5472869,S
(여주시)강천우체국,031-882-6004,경기도 여주시 강천면 간매1길 10-1,경기도 여주시 강천면 간매리 302-6번지,37.2710796,127.7158296,S
(여주시)세종태권도장,031-885-0101,경기도 여주시 세종로 204-20,경기도 여주시 교동 127번지,37.28063266,127.6328066,S
(여주시)예일마트,031-884-6232,경기도 여주시 세종로 204-20,경기도 여주시 교동 127번지,37.28063266,127.6328066,S
(여주시)호반태권도장,031-884-3200,,경기도 여주시 교동 81-2번지 호반리젠시빌아파트,37.2743297,127.6337237,S
(여주시)강남할인마트,,경기도 여주시 세종로 254-6,경기도 여주시 교동 81번지 강남아파트 상가,37.27527781,127.6350283,S
(여주시)GS25편의점(여주교동점),031-881-4824,경기도 여주시 세종로 206,경기도 여주시 교동 99-2번지,37.27958551,127.6365527,S
(여주시)이포나루 주유소,,경기도 여주시 금사면 이여로 1197,경기도 여주시 금사면 궁리 10-1번지,37.385173,127.5262878,S
(여주시)일운슈퍼,031-882-9782,경기도 여주시 금사면 이여로 1277,경기도 여주시 금사면 이포리 252-1번지,37.39020466,127.5314494,S
(여주시)보승슈퍼,031-883-7429,경기도 여주시 금사면 이포로 4,경기도 여주시 금사면 이포리 275번지,37.39025584,127.5320934,S
(여주시)우리떡방앗간,031-881-5504,경기도 여주시 금사면 이여로 1227,경기도 여주시 금사면 이포리 346번지,37.38670189,127.5289519,S
예닮원,031-883-9128,경기도 여주시 능서면 구양2길 102,경기도 여주시 능서면 구양리 383-4,37.32143184,127.5776404,S
(여주시)역전슈퍼,031-882-4525,경기도 여주시 능서면 양화로 625,경기도 여주시 능서면 매류리 325-13번지,37.27583106,127.5588927,S
(여주시)능서우체국,031-882-4104,경기도 여주시 능서면 마장로 84,경기도 여주시 능서면 신지리 801번지,37.29868644,127.5747266,S
(여주시)미니스톱(능서),031-883-4350,경기도 여주시 능서면 마장로 68,경기도 여주시 능서면 신지리 805-14번지,37.29883111,127.572754,S
골든밸리,031-881-6501,경기도 여주시 능서면 중부대로 2806-1,경기도 여주시 능서면 왕대리 972-15,37.29877611,127.6196719,S
우리노인전문요양원,031-882-6401,,경기도 여주시 능서면 왕대리 972-4,37.29932685,127.6177252,S
우리집,031-885-3312,,경기도 여주시 능서면 왕대리 972-4,37.29932685,127.6177252,S
노아복지원,031-884-7225,경기도 여주시 대신면 당남1길 141,경기도 여주시 대신면 송촌리 245,37.39525873,127.5704454,S
(여주시)송촌리구판장,031-881-4813,경기도 여주시 대신면 여양1로 224,경기도 여주시 대신면 송촌리 414-5번지,37.41011911,127.5679483,S
(여주시)대신우체국,031-882-8004,경기도 여주시 대신면 여양로 1430-7,경기도 여주시 대신면 율촌리 278-3번지,37.37565464,127.5885874,S
(여주시)대한사,031-884-7973,경기도 여주시 대신면 여양로 1431,경기도 여주시 대신면 율촌리 282-10번지,37.37498558,127.5890564,S
(여주시)대신체육사,031-882-8142,경기도 여주시 대신면 여양로 1465,경기도 여주시 대신면 율촌리 339-5번지,37.37379525,127.585615,S
(여주시)대신산호체육관,031-885-7461,경기도 여주시 대신면 풍양1길 6-2,경기도 여주시 대신면 율촌리 344-7번지,37.37312513,127.5844696,S
(여주시)여강할인마트,031-885-1943,경기도 여주시 북내면 당전로 1-1,경기도 여주시 북내면 당우리 192-8번지,37.32793847,127.6811869,S
(여주시)북내태권도장,031-882-6654,경기도 여주시 북내면 여양2로 276,경기도 여주시 북내면 당우리 193-5번지,37.32740865,127.6808775,S
예일요양원,031-884-5058,경기도 여주시 북내면 서원2길 37,경기도 여주시 북내면 서원리 186,37.39912383,127.6971305,S
(여주시)산북지역아동센터,,경기도 여주시 산북면 양자산길 3,경기도 여주시 산북면 명품리 92-4번지,37.41167663,127.4503976,S
(여주시)상품마트,031-883-0010,경기도 여주시 산북면 상품로 85,경기도 여주시 산북면 상품리 112-19번지,37.40083971,127.4426308,S
(여주시)중앙할인마트,031-883-1381,경기도 여주시 산북면 상품로 65,경기도 여주시 산북면 상품리 256-5번지,37.39953832,127.4412679,S
(여주시)문바위농원식당,031-883-1147,경기도 여주시 산북면 금품1로 10,경기도 여주시 산북면 상품리 42-3번지,37.40408665,127.4441519,S
(여주시)파라파라문구,031-882-3413,경기도 여주시 청심로 226,경기도 여주시 상동 154번지,37.29460898,127.6442461,S
(여주시)하나문구,031-885-6320,경기도 여주시 여흥로 176,경기도 여주시 상동 331-17번지,37.29496805,127.6428281,S
(여주시)현진마트(오학동),031-881-3267,,경기도 여주시 오학동 100-5번지 여주현진아파트,37.31313701,127.6436363,S
(여주시)남양문구,031-885-2619,경기도 여주시 도예로 111,경기도 여주시 오학동 237-1번지,37.31194163,127.6464124,S
(여주시)오학경희체육관,031-885-8810,경기도 여주시 도예로 94,경기도 여주시 오학동 258-5번지,37.31066225,127.6447434,S
(여주시)춤추는쏘잉,,경기도 여주시 도예로 99,경기도 여주시 오학동 264-2번지 1,37.31127479,127.6447711,S
(여주시)여주수호태권도장,031-883-2990,경기도 여주시 여양로 339,경기도 여주시 오학동 272-4번지,37.31199434,127.6450028,S
(여주시)일억마트,031-882-5948,,경기도 여주시 오학동 일억마트 (여양로 341-9),,,F
(여주시)하나태권도장,031-883-3913,경기도 여주시 우암로 190,경기도 여주시 월송동 127-9번지 한성아파트 상가 2층,37.28794205,127.6186926,S
(여주시)GS25(장미점),031-883-6357,경기도 여주시 우암로 158,경기도 여주시 월송동 63-4번지,37.28858052,127.6223854,S
(여주시)CU편의점(점동),031-884-2441,경기도 여주시 점동면 청안리길 2,경기도 여주시 점동면 청안리 125-1번지,37.20648101,127.6622214,S
(여주시)고려악국,031-881-1163,경기도 여주시 점동면 청안로 123,경기도 여주시 점동면 청안리 127-4번지,37.2055385,127.6615824,S
(여주시)점동태권도장,031-884-0105,경기도 여주시 점동면 청안리길 9,경기도 여주시 점동면 청안리 145-3번지,37.20645099,127.6611397,S
(여주시)점동우체국,031-882-7004,경기도 여주시 점동면 청안로 154,경기도 여주시 점동면 청안리 163-1번지,37.20753507,127.663864,S
(여주시)GS25 여주IC점,031-884-1157,경기도 여주시 세종로 491,경기도 여주시 점봉동 320-1번지,37.25664173,127.6473057,S
(여주시)점봉문구,031-883-2250,경기도 여주시 세종로 486,경기도 여주시 점봉동 339-5번지,37.25675487,127.6463823,S
(여주시)점봉체육관,,경기도 여주시 세종로 472,경기도 여주시 점봉동 344-3번지,37.25775139,127.6453876,S
(여주시)CU편의점(여주IC1호점),031-884-1498,경기도 여주시 세종로 390,경기도 여주시 점봉동 437-1번지,37.26380966,127.6397461,S
(여주시)개그스토리,031-886-4113,경기도 여주시 세종로 42,경기도 여주시 창동 148-14번지,37.29415946,127.6356937,S
(여주시)꾸러기문구(홍문동),031-883-7091,경기도 여주시 청심로 140-1,경기도 여주시 창동 38-2번지,37.29794341,127.635748,S
(여주시)세븐일레븐(문화점),,경기도 여주시 세종로14번길 18,경기도 여주시 창동 68번지,37.29735263,127.6350212,S
(여주시)CU편의점(여주하동점),031-886-8098,경기도 여주시 청심로 71,경기도 여주시 하동 122-8번지,37.30044185,127.6284716,S
(여주시)그린휴게실(마트),031-885-8878,경기도 여주시 여흥로 1,경기도 여주시 하동 129번지,37.30052363,127.6266339,S
금오유통,055-882-3077,,경기도 여주시 하동 군 진교면 진교리 302-201,,,F
송보할인마트,055-884-6804,,경기도 여주시 하동 군 하동읍 읍내리 970,,,F
굿모닝마트,055-884-4343,,경기도 여주시 하동 읍 광평리 242-4,,,F
남영슈퍼,055-883-8860,,경기도 여주시 하동 읍 비파리 611-57,,,F
화산슈퍼,055-884-2550,,경기도 여주시 하동 읍 비파리 630-12,,,F
오약국,055-884-4315,,경기도 여주시 하동 읍 읍내리 319-22,,,F
정관장,055-883-9200,,경기도 여주시 하동 읍 읍내리 324-23,,,F
미보약국,055-884-2888,,경기도 여주시 하동 읍 읍내리 333-14,,,F
하동읍내우체국,055-882-2001,,경기도 여주시 하동 읍 읍내리 408-1,,,F
(여주시)㈜한국야쿠르트 여주영업점,031-886-3457,경기도 여주시 세종로45번길 21,경기도 여주시 홍문동 146-1번지,37.29360413,127.6384408,S
(여주시)경희대튼튼태권스쿨,031-885-8811,,경기도 여주시 홍문동 164번지 홍문동 현대아파트 상가,37.29213846,127.6378872,S
(여주시)세븐일레븐(여주터미널점),031-886-2274,경기도 여주시 세종로 77-1,경기도 여주시 홍문동 269-5번지,37.29074641,127.6353606,S
(여주시)원타임터미널점,031-885-1954,경기도 여주시 세종로79번길 8,경기도 여주시 홍문동 273번지,37.29027477,127.6359431,S
(여주시)용인대한국태권도장,,경기도 여주시 세종로 173-69,경기도 여주시 홍문동 353번지 동원아파트 상가,37.2834992,127.6409719,S
(여주시)CU편의점(중앙점),031-886-8939,경기도 여주시 여흥로109번길 1,경기도 여주시 홍문동 54번지,37.29574673,127.6354138,S
(여주시)문장교회,031-883-3124,경기도 여주시 흥천면 이여로 915-53,경기도 여주시 흥천면 문장리 373-7번지,37.36021172,127.5126482,S
빙그레할인마트,055-882-8986,,경기도 여주시 흥천면 횡천리 1074-3,,,F
(여주시)알곡어린이집,031-881-5588,경기도 여주시 흥천면 효자로 143,경기도 여주시 흥천면 효지리 217-6번지,37.3323199,127.5423722,S
해태슈퍼,031-833-9551,경기도 연천군 군남면 군남로 420,경기도 연천군 군남면 삼거리 418-6번지,38.08496803,127.0196146,S
노곡1리구판장,031-835-5266,경기도 연천군 백학면 진목로 21,경기도 연천군 백학면 노곡리 700-7번지,37.99750453,126.9169611,S
제일낚시상가,031-835-5710,경기도 연천군 백학면 백학로 68,경기도 연천군 백학면 두일리 24-3번지,38.03305878,126.9229109,S
K-마트,031-834-7557,경기도 연천군 신서면 연신로 1121,경기도 연천군 신서면 도신리 248-8번지,38.18204055,127.105945,S
GS25(연천점),031-834-2747,경기도 연천군 연천읍 차옥로 78,경기도 연천군 연천읍 옥산리 458-3번지,38.10119637,127.0797235,S
연천우체국,031-834-0003,경기도 연천군 연천읍 연천로 280,경기도 연천군 연천읍 차탄리 34-7번지,38.10180283,127.0752207,S
현대세탁소,031-834-2168,경기도 연천군 연천읍 연천로260번길 8,경기도 연천군 연천읍 차탄리 60-14번지,38.09994703,127.0751391,S
CU편의점(연천),,경기도 연천군 연천읍 연천로 324,경기도 연천군 연천읍 현가리 85-4번지 연천cu편의점,38.10561326,127.0758402,S
윤아미용실,,경기도 연천군 왕징면 왕산로 25,경기도 연천군 왕징면 무등리 21-22번지,38.0565002,127.0127034,S
세븐일레븐,031-833-0580,경기도 연천군 전곡읍 은전로 79,경기도 연천군 전곡읍 전곡리 459-13번지,38.02836502,127.0683148,S
뚜레주르,031-835-0455,경기도 연천군 전곡읍 전곡로 157,경기도 연천군 전곡읍 전곡리 466-1번지 뚜레쥬르연천전곡,38.02597779,127.0679823,S
종로약국,031-835-0355,경기도 연천군 전곡읍 온골로 44,경기도 연천군 전곡읍 전곡리 471-2번지,38.02469845,127.0680609,S
전곡롯데리아,031-832-2552,경기도 연천군 전곡읍 온골로 49,경기도 연천군 전곡읍 전곡리 474-2번지,38.02514915,127.0676172,S
태양온누리약국,031-832-3435,경기도 연천군 전곡읍 온골로 53,경기도 연천군 전곡읍 전곡리 476번지,38.02559062,127.0675834,S
석미마트,,경기도 연천군 전곡읍 선사로 417,경기도 연천군 전곡읍 전곡리 685번지 석미마트,38.02622758,127.0722877,S
위드미 편의점,,경기도 연천군 청산면 청창로 717,경기도 연천군 청산면 백의리 823번지,38.02342548,127.1355268,S
GS25(초성점),031-832-5310,경기도 연천군 청산면 학담로89번길 9,경기도 연천군 청산면 초성리 214-18번지 GS25연천초성,37.99684033,127.0713151,S
[화성동부] 늘푸른마트,031-373-3770,경기도 오산시 가수로 33,경기도 오산시 가수동 398,37.1462525,127.0478044,S
승우노인전문요양원,031-378-0063,경기도 오산시 가장산업동로 69-9,경기도 오산시 가장동 6-1,37.16433837,127.0425348,S
[화성동부] 파리바게뜨,031-373-9504,경기도 오산시 오산로 71,경기도 오산시 갈곶동 126-4,37.13314144,127.0688078,S
[화성동부] 대원문구,031-377-4486,경기도 오산시 경기대로 53,경기도 오산시 갈곶동 259,37.12969807,127.0712018,S
[화성동부] CU오산고현점,031-663-7387,경기도 오산시 남부대로 450,경기도 오산시 고현동 50-5번지,37.13316814,127.0838881,S
[화성동부] 해피퍼피,,,경기도 오산시 궐동 585,37.16105857,127.0637771,S
[화성동부] GS25 오산타운점,031-375-2351,경기도 오산시 대호로 135,경기도 오산시 궐동 611-6,37.16214451,127.0538369,S
[화성동부] CU 궐동도연점,031-376-3847,경기도 오산시 궐리사로 45-5,경기도 오산시 궐동 625-13,37.16011531,127.0579785,S
[화성동부] 푸른약국,031-377-9907,경기도 오산시 궐리사로 57,경기도 오산시 궐동 626-6,37.15944817,127.0587548,S
[화성동부] GS25 오산하나점,031-376-8806,경기도 오산시 궐동로 85,경기도 오산시 궐동 645-1,37.15694994,127.0635036,S
[화성동부] GS25 오산궐동점,031-377-3651,경기도 오산시 궐동로 57,경기도 오산시 궐동 647-1,37.15708665,127.0603967,S
[화성동부] CU 궐동행복점,031-375-5811,경기도 오산시 법원로 52,경기도 오산시 궐동 657-1,37.15755626,127.0581455,S
[화성동부] CU 궐동성운점,031-378-7856,경기도 오산시 궐동로7번길 19,경기도 오산시 궐동 677-2,37.15969323,127.0548598,S
[화성동부] 야쿠르트 서오산점,031-375-8521,경기도 오산시 대호로62번길 63,경기도 오산시 궐동 691-1,37.15722436,127.0548693,S
[화성동부] CU 궐동청학점,031-375-9020,경기도 오산시 법원로15번길 15-14,경기도 오산시 궐동 707-6,37.15489074,127.0546651,S
[화성동부] CU 오산내삼미동점,031-375-8078,경기도 오산시 수청로 48,경기도 오산시 내삼미동 861-1,37.17427972,127.0579775,S
[화성동부] GS25오산대역점,031-373-1826,경기도 오산시 수청로 30-13,경기도 오산시 내삼미동 861-16번지,37.17322486,127.0593392,S
[화성동부] 모범슈퍼,031-374-1724,,경기도 오산시 서동 125-2,37.14458726,127.0430647,S
로뎀실버텔,031-376-2750,경기도 오산시 서녘말길 21,경기도 오산시 서동 492,37.14967256,127.0313382,S
[화성동부] 농협세마지점하나로마트,031-372-3116,경기도 오산시 독산성로362번길 3,경기도 오산시 세교동 509-4,37.18477597,127.0362502,S
[화성동부] 유성문구,031-376-6346,경기도 오산시 박동길 5,경기도 오산시 수청동 045-1,37.16533608,127.0683854,S
[화성동부] 시립매홀어린이집,031-375-0222,경기도 오산시 수청로 22,경기도 오산시 수청동 557,37.1719186,127.058809,S
[화성동부]세븐일레븐 오산우미점,031-372-4498,경기도 오산시 수청로 30-6,경기도 오산시 수청동 558-9,37.17272047,127.0589447,S
[화성동부] 우미부동산,031-373-0114,경기도 오산시 수청로 31,경기도 오산시 수청동 569,37.17274858,127.056614,S
[화성동부] 수청근린공원관리사무소,,,경기도 오산시 수청동 산32-8,37.16192079,127.0689791,S
[화성동부] GS25(한신대점),031-375-3704,경기도 오산시 한신대길 121,경기도 오산시 양산동 382-4,37.19582565,127.0233699,S
[화성동부] 세븐일레븐,031-373-8973,,경기도 오산시 오산동 523-24,37.15022689,127.0658959,S
